id,external_id,name,category,subcategory,article_type,gender,base_color,season,usage,image_url,tags,price_range,style_score,brand,price,year
533,533,Uniqlo Nightgowns 533,Loungewear,Nightgowns,Nightgowns,Unisex,Beige,Summer,Travel,https://images.pexels.com/photos/1000532/pexels-photo-1000532.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'nightgowns', 'loungewear', 'summer', 'beige']",low,0.88,Uniqlo,21.570687845885622,2021
534,534,Forever 21 Hoodies 534,Topwear,Hoodies,Hoodies,Unisex,Navy,All,Casual,https://images.pexels.com/photos/1000533/pexels-photo-1000533.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'hoodies', 'casual', 'topwear', 'navy', 'all']",low,0.72,Forever 21,48.33297836960887,2021
535,535,Mango Pajamas 535,Loungewear,Pajamas,Pajamas,Unisex,Maroon,All,Party,https://images.pexels.com/photos/1000534/pexels-photo-1000534.jpeg?auto=compress&cs=tinysrgb&w=400,"['pajamas', 'all', 'party', 'maroon', 'loungewear']",mid,0.61,Mango,117.71648448931745,2022
536,536,Levi's Shapewear 536,Innerwear,Shapewear,Shapewear,Unisex,Pink,Spring,Party,https://images.pexels.com/photos/1000535/pexels-photo-1000535.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'shapewear', 'innerwear', 'pink', 'warm', 'party', 'spring']",mid,0.53,Levi's,146.18834515454142,2024
537,537,Gap Scarves 537,Accessories,Scarves,Scarves,Unisex,Teal,Fall,Party,https://images.pexels.com/photos/1000536/pexels-photo-1000536.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'fall', 'scarves', 'party']",mid,0.43,Gap,136.48705891184517,2021
538,538,Tommy Hilfiger T-Shirts 538,Topwear,T-Shirts,T-Shirts,Men,Blue,Fall,Ethnic,https://images.pexels.com/photos/1000537/pexels-photo-1000537.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'fall', 't-shirts', 'cool', 'topwear', 'ethnic']",mid,0.48,Tommy Hilfiger,84.64758889897426,2022
539,539,Calvin Klein Pajamas 539,Loungewear,Pajamas,Pajamas,Unisex,Maroon,Winter,Ethnic,https://images.pexels.com/photos/1000538/pexels-photo-1000538.jpeg?auto=compress&cs=tinysrgb&w=400,"['pajamas', 'winter', 'maroon', 'loungewear', 'ethnic']",mid,0.44,Calvin Klein,81.51636437965546,2022
540,540,Puma Sandals 540,Footwear,Sandals,Sandals,Women,Yellow,Summer,Work,https://images.pexels.com/photos/1000539/pexels-photo-1000539.jpeg?auto=compress&cs=tinysrgb&w=400,"['yellow', 'sandals', 'work', 'footwear', 'summer']",mid,0.68,Puma,115.64699034872979,2021
541,541,H&M Leggings 541,Bottomwear,Leggings,Leggings,Unisex,Red,Spring,Ethnic,https://images.pexels.com/photos/1000540/pexels-photo-1000540.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'bottomwear', 'leggings', 'warm', 'red', 'spring', 'ethnic']",high,0.79,H&M,191.52594612698357,2024
542,542,Zara Pajamas 542,Loungewear,Pajamas,Pajamas,Men,Beige,Summer,Sports,https://images.pexels.com/photos/1000541/pexels-photo-1000541.jpeg?auto=compress&cs=tinysrgb&w=400,"['summer', 'pajamas', 'sports', 'beige', 'loungewear']",mid,0.73,Zara,83.30005040991529,2021
543,543,Nike Boots 543,Footwear,Boots,Boots,Men,Green,All,Sports,https://images.pexels.com/photos/1000542/pexels-photo-1000542.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'boots', 'cool', 'footwear', 'all', 'sports']",mid,0.9,Nike,75.97893412840241,2020
544,544,Adidas Sneakers 544,Footwear,Sneakers,Sneakers,Women,Beige,Summer,Travel,https://images.pexels.com/photos/1000543/pexels-photo-1000543.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'sneakers', 'summer', 'footwear', 'beige']",high,0.8,Adidas,176.81689584082946,2023
545,545,Uniqlo Jeans 545,Bottomwear,Jeans,Jeans,Women,Teal,Fall,Travel,https://images.pexels.com/photos/1000544/pexels-photo-1000544.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'travel', 'bottomwear', 'fall', 'jeans']",mid,0.64,Uniqlo,105.72714773681558,2024
546,546,Forever 21 Briefs 546,Innerwear,Briefs,Briefs,Unisex,Pink,Fall,Sports,https://images.pexels.com/photos/1000545/pexels-photo-1000545.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'innerwear', 'pink', 'fall', 'warm', 'briefs', 'sports']",low,0.6,Forever 21,40.27228666454626,2022
547,547,Mango A-Line Dress 547,Dress,A-Line Dress,A-Line Dress,Women,Red,Summer,Sports,https://images.pexels.com/photos/1000546/pexels-photo-1000546.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'a-line dress', 'warm', 'red', 'dress', 'sports', 'summer']",high,0.63,Mango,169.73116719195883,2020
548,548,Levi's Leggings 548,Bottomwear,Leggings,Leggings,Unisex,Maroon,Winter,Casual,https://images.pexels.com/photos/1000547/pexels-photo-1000547.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'leggings', 'casual', 'winter', 'maroon']",high,0.63,Levi's,189.30252875646715,2020
549,549,Gap Sunglasses 549,Accessories,Sunglasses,Sunglasses,Unisex,Orange,Spring,Casual,https://images.pexels.com/photos/1000548/pexels-photo-1000548.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'casual', 'orange', 'spring']",high,0.71,Gap,197.50339808982682,2022
550,550,Tommy Hilfiger Bags 550,Accessories,Bags,Bags,Unisex,Navy,Winter,Casual,https://images.pexels.com/photos/1000549/pexels-photo-1000549.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'blue', 'casual', 'navy', 'bags', 'winter']",mid,0.62,Tommy Hilfiger,50.88068211009789,2024
551,551,Calvin Klein Camisoles 551,Innerwear,Camisoles,Camisoles,Unisex,Green,All,Sports,https://images.pexels.com/photos/1000550/pexels-photo-1000550.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'innerwear', 'camisoles', 'cool', 'all', 'sports']",high,0.68,Calvin Klein,176.00297557178783,2023
552,552,Puma Casual Dress 552,Dress,Casual Dress,Casual Dress,Women,Yellow,Fall,Ethnic,https://images.pexels.com/photos/1000551/pexels-photo-1000551.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'yellow', 'casual dress', 'dress', 'ethnic']",mid,0.59,Puma,139.71029303560772,2024
553,553,H&M T-Shirts 553,Topwear,T-Shirts,T-Shirts,Unisex,Yellow,Summer,Ethnic,https://images.pexels.com/photos/1000552/pexels-photo-1000552.jpeg?auto=compress&cs=tinysrgb&w=400,"['t-shirts', 'topwear', 'yellow', 'summer', 'ethnic']",low,0.79,H&M,32.894381419763576,2020
554,554,Zara Sunglasses 554,Accessories,Sunglasses,Sunglasses,Men,Orange,Winter,Travel,https://images.pexels.com/photos/1000553/pexels-photo-1000553.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'travel', 'sunglasses', 'orange', 'winter']",mid,0.77,Zara,127.17105800170762,2020
555,555,Nike Shapewear 555,Innerwear,Shapewear,Shapewear,Women,Pink,Winter,Sports,https://images.pexels.com/photos/1000554/pexels-photo-1000554.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'shapewear', 'innerwear', 'pink', 'warm', 'winter', 'sports']",low,0.76,Nike,23.069408483438796,2020
556,556,Adidas Camisoles 556,Innerwear,Camisoles,Camisoles,Women,Pink,Winter,Formal,https://images.pexels.com/photos/1000555/pexels-photo-1000555.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'innerwear', 'pink', 'camisoles', 'warm', 'winter']",low,0.76,Adidas,45.7233754846512,2020
557,557,Uniqlo Camisoles 557,Innerwear,Camisoles,Camisoles,Women,Blue,All,Casual,https://images.pexels.com/photos/1000556/pexels-photo-1000556.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'innerwear', 'camisoles', 'casual', 'cool', 'all']",low,0.97,Uniqlo,36.91001737159611,2020
558,558,Forever 21 Heels 558,Footwear,Heels,Heels,Women,Grey,Fall,Travel,https://images.pexels.com/photos/1000557/pexels-photo-1000557.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'travel', 'grey', 'fall', 'footwear', 'heels']",mid,0.41,Forever 21,107.34426883374627,2020
559,559,Mango Shapewear 559,Innerwear,Shapewear,Shapewear,Unisex,Maroon,Winter,Casual,https://images.pexels.com/photos/1000558/pexels-photo-1000558.jpeg?auto=compress&cs=tinysrgb&w=400,"['shapewear', 'innerwear', 'casual', 'winter', 'maroon']",mid,0.7,Mango,67.01714556700284,2024
560,560,Levi's Skirts 560,Bottomwear,Skirts,Skirts,Unisex,Black,Spring,Sports,https://images.pexels.com/photos/1000559/pexels-photo-1000559.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'bottomwear', 'black', 'skirts', 'sports', 'spring']",high,0.59,Levi's,198.116448845072,2020
561,561,Gap Sandals 561,Footwear,Sandals,Sandals,Unisex,Pink,Spring,Formal,https://images.pexels.com/photos/1000560/pexels-photo-1000560.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'pink', 'warm', 'sandals', 'footwear', 'spring']",high,0.77,Gap,192.35368459839,2023
562,562,Tommy Hilfiger Scarves 562,Accessories,Scarves,Scarves,Women,Pink,Summer,Sports,https://images.pexels.com/photos/1000561/pexels-photo-1000561.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'feminine', 'pink', 'warm', 'scarves', 'sports', 'summer']",mid,0.65,Tommy Hilfiger,92.86200296939141,2021
563,563,Calvin Klein Briefs 563,Innerwear,Briefs,Briefs,Women,Navy,Fall,Travel,https://images.pexels.com/photos/1000562/pexels-photo-1000562.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'travel', 'innerwear', 'fall', 'navy', 'briefs']",high,0.41,Calvin Klein,199.9256253913025,2024
564,564,Puma Pajamas 564,Loungewear,Pajamas,Pajamas,Men,Blue,All,Work,https://images.pexels.com/photos/1000563/pexels-photo-1000563.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'pajamas', 'work', 'all', 'loungewear']",high,0.8,Puma,172.51893362877925,2023
565,565,H&M Skirts 565,Bottomwear,Skirts,Skirts,Men,Purple,Fall,Ethnic,https://images.pexels.com/photos/1000564/pexels-photo-1000564.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'bottomwear', 'fall', 'cool', 'skirts', 'ethnic']",high,0.64,H&M,175.60655110936915,2021
566,566,Zara Boots 566,Footwear,Boots,Boots,Men,Pink,Spring,Party,https://images.pexels.com/photos/1000565/pexels-photo-1000565.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'boots', 'warm', 'footwear', 'party', 'spring']",mid,0.78,Zara,65.69776549920402,2024
567,567,Nike Formal Dress 567,Dress,Formal Dress,Formal Dress,Unisex,Yellow,All,Ethnic,https://images.pexels.com/photos/1000566/pexels-photo-1000566.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal dress', 'yellow', 'all', 'dress', 'ethnic']",mid,0.71,Nike,115.38494851529417,2023
568,568,Adidas Heels 568,Footwear,Heels,Heels,Women,Brown,Spring,Party,https://images.pexels.com/photos/1000567/pexels-photo-1000567.jpeg?auto=compress&cs=tinysrgb&w=400,"['brown', 'footwear', 'party', 'spring', 'heels']",high,0.82,Adidas,176.451514950762,2022
569,569,Uniqlo Formal Dress 569,Dress,Formal Dress,Formal Dress,Women,Purple,Fall,Casual,https://images.pexels.com/photos/1000568/pexels-photo-1000568.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'formal dress', 'fall', 'casual', 'cool', 'dress']",mid,0.83,Uniqlo,132.85510191504753,2023
570,570,Forever 21 Formal Shoes 570,Footwear,Formal Shoes,Formal Shoes,Unisex,White,All,Ethnic,https://images.pexels.com/photos/1000569/pexels-photo-1000569.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'formal shoes', 'footwear', 'all', 'white', 'ethnic']",high,0.69,Forever 21,160.3406717959761,2021
571,571,Mango Formal Shoes 571,Footwear,Formal Shoes,Formal Shoes,Women,Pink,Fall,Work,https://images.pexels.com/photos/1000570/pexels-photo-1000570.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'fall', 'warm', 'formal shoes', 'footwear', 'work']",mid,0.74,Mango,115.4041771878856,2023
572,572,Levi's Robes 572,Loungewear,Robes,Robes,Unisex,Teal,Spring,Formal,https://images.pexels.com/photos/1000571/pexels-photo-1000571.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'formal', 'robes', 'spring', 'loungewear']",low,0.77,Levi's,34.446178084083314,2020
573,573,Gap Robes 573,Loungewear,Robes,Robes,Men,Brown,Spring,Casual,https://images.pexels.com/photos/1000572/pexels-photo-1000572.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'brown', 'robes', 'spring', 'loungewear']",mid,0.7,Gap,140.12639883788412,2023
574,574,Tommy Hilfiger Shorts 574,Bottomwear,Shorts,Shorts,Men,Yellow,Fall,Sports,https://images.pexels.com/photos/1000573/pexels-photo-1000573.jpeg?auto=compress&cs=tinysrgb&w=400,"['shorts', 'bottomwear', 'fall', 'yellow', 'sports']",high,0.55,Tommy Hilfiger,183.35754674858188,2021
575,575,Calvin Klein Sneakers 575,Footwear,Sneakers,Sneakers,Men,Grey,Spring,Ethnic,https://images.pexels.com/photos/1000574/pexels-photo-1000574.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'sneakers', 'footwear', 'spring', 'ethnic']",mid,0.64,Calvin Klein,60.726596336974616,2020
576,576,Puma Shorts 576,Bottomwear,Shorts,Shorts,Women,Red,Summer,Formal,https://images.pexels.com/photos/1000575/pexels-photo-1000575.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'shorts', 'formal', 'bottomwear', 'warm', 'red', 'summer']",mid,0.79,Puma,107.88411195881302,2024
577,577,H&M Lounge Sets 577,Loungewear,Lounge Sets,Lounge Sets,Women,Beige,Spring,Formal,https://images.pexels.com/photos/1000576/pexels-photo-1000576.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'lounge sets', 'beige', 'loungewear', 'spring']",high,0.94,H&M,180.11897484917512,2023
578,578,Zara Sandals 578,Footwear,Sandals,Sandals,Men,Teal,Summer,Travel,https://images.pexels.com/photos/1000577/pexels-photo-1000577.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'travel', 'sandals', 'footwear', 'summer']",low,0.81,Zara,29.83693543196026,2021
579,579,Nike Formal Shoes 579,Footwear,Formal Shoes,Formal Shoes,Men,Red,Fall,Formal,https://images.pexels.com/photos/1000578/pexels-photo-1000578.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'formal', 'fall', 'warm', 'formal shoes', 'red', 'footwear']",mid,0.92,Nike,50.4860526112238,2022
580,580,Adidas Formal Dress 580,Dress,Formal Dress,Formal Dress,Men,Navy,Summer,Sports,https://images.pexels.com/photos/1000579/pexels-photo-1000579.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'formal dress', 'navy', 'dress', 'sports', 'summer']",low,0.76,Adidas,37.02586445074813,2022
581,581,Uniqlo Shapewear 581,Innerwear,Shapewear,Shapewear,Unisex,Pink,Fall,Formal,https://images.pexels.com/photos/1000580/pexels-photo-1000580.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'shapewear', 'innerwear', 'pink', 'fall', 'warm']",mid,0.87,Uniqlo,63.20373888028581,2024
582,582,Forever 21 Jackets 582,Topwear,Jackets,Jackets,Women,Maroon,Winter,Formal,https://images.pexels.com/photos/1000581/pexels-photo-1000581.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'jackets', 'topwear', 'winter', 'maroon']",mid,0.62,Forever 21,114.85314634495535,2024
583,583,Mango Heels 583,Footwear,Heels,Heels,Unisex,White,Summer,Work,https://images.pexels.com/photos/1000582/pexels-photo-1000582.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'summer', 'footwear', 'work', 'white', 'heels']",mid,0.78,Mango,72.18040449569412,2024
584,584,Levi's Boots 584,Footwear,Boots,Boots,Men,Brown,Fall,Travel,https://images.pexels.com/photos/1000583/pexels-photo-1000583.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'fall', 'boots', 'brown', 'footwear']",mid,0.42,Levi's,61.726295314943734,2023
585,585,Gap Lounge Sets 585,Loungewear,Lounge Sets,Lounge Sets,Women,Navy,Winter,Ethnic,https://images.pexels.com/photos/1000584/pexels-photo-1000584.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'navy', 'lounge sets', 'winter', 'loungewear', 'ethnic']",mid,0.52,Gap,126.43520096239806,2021
586,586,Tommy Hilfiger Boots 586,Footwear,Boots,Boots,Unisex,Navy,All,Formal,https://images.pexels.com/photos/1000585/pexels-photo-1000585.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'formal', 'blue', 'boots', 'navy', 'footwear', 'all']",mid,0.83,Tommy Hilfiger,84.87319865718702,2020
587,587,Calvin Klein Shapewear 587,Innerwear,Shapewear,Shapewear,Women,Yellow,Fall,Sports,https://images.pexels.com/photos/1000586/pexels-photo-1000586.jpeg?auto=compress&cs=tinysrgb&w=400,"['shapewear', 'innerwear', 'fall', 'yellow', 'sports']",mid,0.53,Calvin Klein,79.85714723647504,2021
588,588,Puma Jackets 588,Topwear,Jackets,Jackets,Unisex,Pink,Fall,Formal,https://images.pexels.com/photos/1000587/pexels-photo-1000587.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'jackets', 'pink', 'fall', 'topwear', 'warm']",low,0.68,Puma,46.890865585965365,2021
589,589,H&M Formal Shoes 589,Footwear,Formal Shoes,Formal Shoes,Unisex,Blue,Spring,Work,https://images.pexels.com/photos/1000588/pexels-photo-1000588.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'formal shoes', 'work', 'footwear', 'spring']",mid,0.97,H&M,126.71509826601975,2020
590,590,Zara T-Shirts 590,Topwear,T-Shirts,T-Shirts,Women,Pink,Summer,Work,https://images.pexels.com/photos/1000589/pexels-photo-1000589.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 't-shirts', 'topwear', 'warm', 'work', 'summer']",high,1.0,Zara,160.0914628042262,2020
591,591,Nike Skirts 591,Bottomwear,Skirts,Skirts,Women,Navy,Winter,Work,https://images.pexels.com/photos/1000590/pexels-photo-1000590.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'bottomwear', 'navy', 'work', 'skirts', 'winter']",high,0.86,Nike,184.2411056099084,2021
592,592,Adidas Jeans 592,Bottomwear,Jeans,Jeans,Unisex,Blue,All,Party,https://images.pexels.com/photos/1000591/pexels-photo-1000591.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'bottomwear', 'cool', 'jeans', 'all', 'party']",mid,0.82,Adidas,140.14735612956667,2024
593,593,Uniqlo Jackets 593,Topwear,Jackets,Jackets,Unisex,Navy,Fall,Ethnic,https://images.pexels.com/photos/1000592/pexels-photo-1000592.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'jackets', 'fall', 'navy', 'topwear', 'ethnic']",mid,0.6,Uniqlo,97.57189105104074,2024
594,594,Forever 21 Formal Dress 594,Dress,Formal Dress,Formal Dress,Men,Maroon,Winter,Ethnic,https://images.pexels.com/photos/1000593/pexels-photo-1000593.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal dress', 'dress', 'winter', 'maroon', 'ethnic']",mid,0.44,Forever 21,71.42006265089013,2023
595,595,Mango Casual Dress 595,Dress,Casual Dress,Casual Dress,Women,Brown,Summer,Casual,https://images.pexels.com/photos/1000594/pexels-photo-1000594.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'brown', 'casual dress', 'dress', 'summer']",mid,0.75,Mango,105.46281485251714,2022
596,596,Levi's Mini Dress 596,Dress,Mini Dress,Mini Dress,Women,Pink,Winter,Party,https://images.pexels.com/photos/1000595/pexels-photo-1000595.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'warm', 'winter', 'dress', 'party', 'mini dress']",high,0.42,Levi's,150.33789209966972,2022
597,597,Gap Boots 597,Footwear,Boots,Boots,Women,Teal,Winter,Formal,https://images.pexels.com/photos/1000596/pexels-photo-1000596.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'formal', 'boots', 'footwear', 'winter']",low,0.62,Gap,46.05402435868927,2024
598,598,Tommy Hilfiger Leggings 598,Bottomwear,Leggings,Leggings,Men,Pink,Fall,Work,https://images.pexels.com/photos/1000597/pexels-photo-1000597.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'bottomwear', 'pink', 'fall', 'leggings', 'warm', 'work']",high,0.68,Tommy Hilfiger,166.30643732075012,2021
599,599,Calvin Klein Briefs 599,Innerwear,Briefs,Briefs,Women,Brown,Summer,Casual,https://images.pexels.com/photos/1000598/pexels-photo-1000598.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'casual', 'brown', 'briefs', 'summer']",mid,0.78,Calvin Klein,69.87566467180534,2021
600,600,Puma Shorts 600,Bottomwear,Shorts,Shorts,Men,Red,Winter,Formal,https://images.pexels.com/photos/1000599/pexels-photo-1000599.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'shorts', 'formal', 'bottomwear', 'warm', 'red', 'winter']",mid,0.58,Puma,65.21040065067353,2023
601,601,H&M Trousers 601,Bottomwear,Trousers,Trousers,Women,Green,All,Casual,https://images.pexels.com/photos/1000600/pexels-photo-1000600.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'bottomwear', 'trousers', 'casual', 'cool', 'all']",high,0.86,H&M,180.26753601104232,2023
602,602,Zara Mini Dress 602,Dress,Mini Dress,Mini Dress,Women,Yellow,Summer,Work,https://images.pexels.com/photos/1000601/pexels-photo-1000601.jpeg?auto=compress&cs=tinysrgb&w=400,"['yellow', 'work', 'dress', 'summer', 'mini dress']",high,1.0,Zara,152.96117929860998,2023
603,603,Nike Pajamas 603,Loungewear,Pajamas,Pajamas,Women,Orange,Spring,Ethnic,https://images.pexels.com/photos/1000602/pexels-photo-1000602.jpeg?auto=compress&cs=tinysrgb&w=400,"['orange', 'pajamas', 'spring', 'loungewear', 'ethnic']",mid,0.77,Nike,54.13207539316188,2021
604,604,Adidas T-Shirts 604,Topwear,T-Shirts,T-Shirts,Men,White,Winter,Party,https://images.pexels.com/photos/1000603/pexels-photo-1000603.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 't-shirts', 'topwear', 'winter', 'party', 'white']",high,0.72,Adidas,163.50381018249487,2024
605,605,Uniqlo Leggings 605,Bottomwear,Leggings,Leggings,Unisex,Green,Summer,Casual,https://images.pexels.com/photos/1000604/pexels-photo-1000604.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'bottomwear', 'leggings', 'casual', 'cool', 'summer']",low,1.0,Uniqlo,35.229875102498134,2024
606,606,Forever 21 Belts 606,Accessories,Belts,Belts,Women,Teal,All,Formal,https://images.pexels.com/photos/1000605/pexels-photo-1000605.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'formal', 'belts', 'all']",mid,0.71,Forever 21,74.92321706931497,2021
607,607,Mango Jackets 607,Topwear,Jackets,Jackets,Women,Green,Spring,Party,https://images.pexels.com/photos/1000606/pexels-photo-1000606.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'jackets', 'cool', 'topwear', 'party', 'spring']",mid,0.54,Mango,123.5899914832428,2021
608,608,Levi's Bags 608,Accessories,Bags,Bags,Unisex,Brown,Winter,Party,https://images.pexels.com/photos/1000607/pexels-photo-1000607.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'brown', 'party', 'bags', 'winter']",mid,0.41,Levi's,148.2437760273736,2021
609,609,Gap Robes 609,Loungewear,Robes,Robes,Women,Pink,Spring,Formal,https://images.pexels.com/photos/1000608/pexels-photo-1000608.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'pink', 'warm', 'robes', 'spring', 'loungewear']",mid,0.69,Gap,87.27856536847993,2024
610,610,Tommy Hilfiger T-Shirts 610,Topwear,T-Shirts,T-Shirts,Men,Blue,Summer,Party,https://images.pexels.com/photos/1000609/pexels-photo-1000609.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 't-shirts', 'cool', 'topwear', 'party', 'summer']",mid,0.59,Tommy Hilfiger,78.61950043188298,2021
611,611,Calvin Klein Briefs 611,Innerwear,Briefs,Briefs,Women,Blue,Summer,Ethnic,https://images.pexels.com/photos/1000610/pexels-photo-1000610.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'innerwear', 'cool', 'briefs', 'summer', 'ethnic']",low,0.64,Calvin Klein,38.8092726531206,2022
612,612,Puma Trousers 612,Bottomwear,Trousers,Trousers,Men,Pink,Winter,Ethnic,https://images.pexels.com/photos/1000611/pexels-photo-1000611.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'bottomwear', 'trousers', 'pink', 'warm', 'winter', 'ethnic']",mid,0.48,Puma,105.33812433207633,2023
613,613,H&M Formal Dress 613,Dress,Formal Dress,Formal Dress,Women,Red,All,Party,https://images.pexels.com/photos/1000612/pexels-photo-1000612.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'formal dress', 'warm', 'red', 'all', 'dress', 'party']",mid,0.87,H&M,73.69642289308209,2023
614,614,Zara Bags 614,Accessories,Bags,Bags,Unisex,Pink,All,Party,https://images.pexels.com/photos/1000613/pexels-photo-1000613.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'feminine', 'pink', 'warm', 'all', 'bags', 'party']",mid,0.7,Zara,68.58528575651755,2022
615,615,Nike Jeans 615,Bottomwear,Jeans,Jeans,Men,Orange,Fall,Sports,https://images.pexels.com/photos/1000614/pexels-photo-1000614.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'fall', 'orange', 'jeans', 'sports']",low,0.75,Nike,49.04297119176668,2021
616,616,Adidas Skirts 616,Bottomwear,Skirts,Skirts,Women,Brown,All,Ethnic,https://images.pexels.com/photos/1000615/pexels-photo-1000615.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'brown', 'all', 'skirts', 'ethnic']",high,0.87,Adidas,177.9382336024168,2023
617,617,Uniqlo Scarves 617,Accessories,Scarves,Scarves,Unisex,Maroon,Spring,Casual,https://images.pexels.com/photos/1000616/pexels-photo-1000616.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'casual', 'scarves', 'maroon', 'spring']",low,0.9,Uniqlo,31.673365982079673,2021
618,618,Forever 21 Casual Dress 618,Dress,Casual Dress,Casual Dress,Women,Red,All,Party,https://images.pexels.com/photos/1000617/pexels-photo-1000617.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'red', 'all', 'casual dress', 'dress', 'party']",high,0.57,Forever 21,194.3403264980006,2023
619,619,Mango Sweaters 619,Topwear,Sweaters,Sweaters,Unisex,Pink,Spring,Work,https://images.pexels.com/photos/1000618/pexels-photo-1000618.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'topwear', 'warm', 'sweaters', 'work', 'spring']",mid,0.66,Mango,73.1943024426979,2023
